ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489667,34.26986064638203070162,108.94802924893948179570,311,8.10,0.6,10,4
1710489668,34.26392174443800164799,108.94982343211157567064,329,3.80,0.2,11,4
1710489669,34.26239826044495986816,108.94803108005005035554,321,1.80,0.6,8,4
1710489670,34.26507534409619434186,108.94502103946043275246,314,9.60,0.4,11,4
1710489671,34.26838538163396099734,108.95050368968779564806,331,4.40,0.8,10,4
1710489672,34.27009930112613299966,108.94344689474166081728,325,4.90,0.5,14,4
1710489673,34.26521145664845728934,108.94723241065706350901,325,3.70,0.1,13,4
1710489674,34.26279774773400067140,108.94429469893490401928,330,3.50,0.5,14,4
1710489675,34.26973124790185247352,108.95083298440504165776,338,4.00,0.7,10,4
1710489676,34.26962931608020264290,108.95148669087801751762,313,1.70,0.8,8,4
1710489677,34.26490413525803399761,108.94534667195654164250,316,1.20,0.5,14,4
1710489678,34.26495235450300607318,108.94869363689077425458,337,7.70,0.5,11,4
1710489679,34.26149613330484939115,108.95267447126682332834,310,4.50,0.5,11,4
