ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489639,34.26181901913510544145,108.94374811243018890957,331,11.40,0.3,14,4
1710489640,34.26991832636494033631,108.94794806970427564317,312,2.60,0.1,8,4
1710489641,34.26521847590563676870,108.94555267189550462355,311,.10,0.6,13,4
1710489642,34.26145829035309915463,108.94416133304849391155,313,.60,0.4,9,4
1710489643,34.27041638843958861049,108.94468228400524918362,330,9.00,0.8,9,4
1710489644,34.26576841944639423810,108.94408259529404583880,325,9.90,0.5,13,4
1710489645,34.26716921903134250923,108.94328636738181707205,334,9.30,0.8,12,4
1710489646,34.26250385448774681844,108.94531798455763420514,328,4.80,0.9,9,4
1710489647,34.26637268593401898251,108.95259207129123813592,330,11.10,0.1,11,4
1710489648,34.26789739066743980224,108.94981091952269051179,341,8.20,0.1,12,4
1710489649,34.26401055330057679982,108.94499967650379955442,325,5.70,0.9,9,4
1710489650,34.26246662190618610187,108.94648135013885921811,324,4.60,0.8,8,4
1710489651,34.26147934812463759269,108.95057449262977996154,319,3.90,0.5,11,4
1710489652,34.26504238410596026490,108.95025526902066103091,322,9.60,0.9,14,4
1710489653,34.26159226660969878231,108.94845315103610339671,336,10.80,0.2,12,4
1710489654,34.26654786217841120639,108.94463192846461378826,337,3.30,0.7,10,4
1710489655,34.26811529282509842219,108.94593842585528122806,334,5.90,0.3,12,4
1710489656,34.26687990356151005584,108.95170947599719229712,317,2.90,0.4,11,4
1710489657,34.26495449079866939298,108.94775244605853450117,327,2.90,0.3,13,4
1710489658,34.26446009094515823847,108.94499967650379955442,328,0,0.3,8,4
1710489659,34.26973674123355815301,108.94890574053163243507,312,2.20,0.3,13,4
1710489660,34.27052900173955504013,108.94789130527665028839,340,.30,0.8,8,4
1710489661,34.26173478804895168919,108.95091507919553209021,314,3.20,0.7,10,4
1710489662,34.26215289162877285073,108.94403925901058992278,315,10.30,0.4,10,4
1710489663,34.26960215460676900540,108.95219166844691305276,334,6.60,0.1,8,4
1710489664,34.26779759514145329142,108.95193989074373607593,341,2.20,0.8,9,4
1710489665,34.26770390331736198004,108.94802161931211279641,313,10.00,0.6,10,4
1710489666,34.26155747550889614551,108.95033766899624622333,318,5.80,0.4,13,4
1710489667,34.26640656147953733939,108.95156909085360271004,305,6.20,0.8,8,4
1710489668,34.26515286111026337473,108.94712315439313943906,308,.90,0.6,13,4
1710489669,34.27074110538041322061,108.94936992706076235236,306,6.20,0.6,14,4
1710489670,34.26687166356395153660,108.94879923093356120487,308,10.70,0.5,10,4
1710489671,34.26877205114902188177,108.94612275765251625110,305,6.90,0.9,9,4
1710489672,34.27078901944029053621,108.94962933439130832850,324,2.80,0.8,12,4
1710489673,34.26583800164799951170,108.94777411420026245918,339,5.90,0.1,13,4
1710489674,34.26842261421552171391,108.94995801873836481826,311,5.70,0.6,12,4
1710489675,34.26267201147495956297,108.94856088137455366679,333,7.10,0.8,13,4
1710489676,34.26215930051576281014,108.95114274727622302926,334,9.10,0.4,14,4
1710489677,34.26760288705099642933,108.94628084353160191656,324,5.10,0.7,11,4
1710489678,34.27104690084536271248,108.95233693655201879940,320,8.30,0.3,14,4
1710489679,34.26674379100924710837,108.94921245155186620685,337,6.30,0.5,13,4
