ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489660,34.26666596881008331553,108.94865976134525589770,331,5.90,0.5,11,4
1710489661,34.26204180425428022095,108.94966168401135288552,312,10.30,0.9,9,4
1710489662,34.26177293618579668568,108.94793738822595904416,322,3.20,0.8,9,4
1710489663,34.26725222937711722159,108.94940502334665974913,319,0,0.3,12,4
1710489664,34.27003826410718100527,108.95309257484664448988,307,8.40,0.3,9,4
1710489665,34.26653260292367320780,108.95005201574755088961,338,4.50,0.1,14,4
1710489666,34.26195940427869502853,108.94879221167638172551,309,1.50,0.5,10,4
1710489667,34.26512569963682973723,108.95086167180394909512,341,8.80,0.1,10,4
1710489668,34.26171586657307657094,108.94616243171483504745,338,6.40,0.8,14,4
1710489669,34.26907815179906613361,108.94563385113071077608,325,4.50,0.9,10,4
1710489670,34.26412713400677510910,108.94735936765648365733,336,.90,0.5,9,4
1710489671,34.26797551805169835505,108.95194080629902035584,337,11.40,0.1,12,4
1710489672,34.26829046906949064607,108.94792304452650532547,331,10.50,0.6,13,4
1710489673,34.26855109714041566209,108.94687564928128910184,336,.70,0.4,8,4
1710489674,34.26988902859584337900,108.95071548814355906857,325,7.60,0.6,12,4
1710489675,34.26355674306466872157,108.95275778679769280068,329,.70,0.7,8,4
1710489676,34.26933725394451734977,108.94953533738212225714,321,.60,0.9,9,4
1710489677,34.26144943998535111545,108.94354394360179448835,312,3.60,0.1,10,4
1710489678,34.26998912930692464980,108.94859017914365062410,310,9.30,0.7,8,4
1710489679,34.26327170018616290780,108.94460446180608539078,326,2.90,0.4,9,4
