ts_utc,lat,lon,alt_m,speed_ms,hdop,num_sat,fix_quality
1710489625,34.26879371929074983977,108.94584351329081087679,343,7.70,0.6,10,4
1710489626,34.26565031281472212897,108.95070541703543198950,337,11.80,0.8,12,4
1710489627,34.26624084597308267464,108.94602876064333017975,322,8.00,0.8,12,4
1710489628,34.26364402600177007354,108.94948345591601306192,341,10.10,0.3,8,4
1710489629,34.26531766106143375957,108.95289450972014526810,321,2.60,0.7,13,4
1710489630,34.26494686117130039368,108.94831246070741904965,332,11.30,0.7,9,4
1710489631,34.26297750175481429486,108.94696445814386425366,320,7.90,0.8,10,4
1710489632,34.26795262916959135715,108.94811378521073030793,328,6.40,0.9,11,4
1710489633,34.26543332621234778893,108.94800574968718527787,341,8.30,0.6,13,4
1710489634,34.26584624164555803094,108.95043471785637989440,330,8.90,0.7,10,4
1710489635,34.26857337565233314004,108.94853127842036194952,308,.20,0.2,14,4
1710489636,34.26492702414014099551,108.94805122226630451368,313,.20,0.2,8,4
1710489637,34.26580778832361827448,108.95319237037263100070,320,5.40,0.2,10,4
1710489638,34.26679750358592486342,108.94330559404278695028,321,11.10,0.5,12,4
1710489639,34.26476893826105533005,108.94882974944303720206,331,5.20,0.5,12,4
1710489640,34.26650849330118717001,108.94763891720328379161,308,11.20,0.5,10,4
1710489641,34.26258381298257393108,108.94329338663899655140,324,5.00,0.9,13,4
1710489642,34.26927194433423871578,108.95159320047608874782,314,.40,0.7,13,4
1710489643,34.26432580950346385082,108.94413569750053407391,333,11.70,0.8,12,4
1710489644,34.26381126743369853816,108.94606690878017517624,322,3.70,0.7,13,4
1710489645,34.26950480056154057435,108.94950420850245674001,308,8.50,0.4,14,4
1710489646,34.26170274361400189214,108.94518034607989745780,331,7.10,0.1,13,4
1710489647,34.26796605731376079592,108.94809425336466566972,320,5.40,0.5,8,4
1710489648,34.26346183050019837031,108.95027083346049378948,337,11.80,0.9,10,4
1710489649,34.27118606524857325968,108.95090775475325785088,325,7.70,0.7,11,4
1710489650,34.26620758079775383770,108.95262716757713553270,313,0,0.9,13,4
1710489651,34.26826391796624652851,108.94453213293862727744,334,10.50,0.9,8,4
1710489652,34.26595763420514542069,108.94484616840113528855,333,11.40,0.9,10,4
1710489653,34.26820715353862117374,108.94900645161290322580,341,8.80,0.3,10,4
1710489654,34.26945902279732657856,108.94821327555162205877,332,0,0.7,11,4
1710489655,34.26842963347270119327,108.95261526535843989379,318,9.50,0.5,12,4
1710489656,34.26430353099154637287,108.94484403210547196874,318,1.20,0.1,14,4
1710489657,34.26655213476973784600,108.94678531449324015015,338,10.60,0.1,9,4
1710489658,34.26336783349101229895,108.94772467421491134372,328,6.30,0.8,9,4
1710489659,34.27058088320566423535,108.94933605151524399548,310,2.00,0.2,12,4
1710489660,34.26636414075136570329,108.95224080324716940824,321,6.20,0.7,8,4
1710489661,34.26784306772057252723,108.95000288094729453413,339,6.90,0.9,9,4
1710489662,34.26319540391247291482,108.95013136387218848231,333,8.10,0.1,8,4
1710489663,34.26142014221625415814,108.94744542985320596942,322,9.30,0.9,12,4
1710489664,34.26832983794671468245,108.94481442915128025147,322,.80,0.2,8,4
1710489665,34.26196428724021118808,108.94355645619067964720,315,11.40,0.6,11,4
1710489666,34.26595153050325022125,108.95227345805230872524,327,1.70,0.7,14,4
1710489667,34.26241382488479262672,108.94859445173497726371,342,6.80,0.2,10,4
1710489668,34.26484401379436628315,108.95163745231482894375,322,11.60,0.2,10,4
1710489669,34.26957224646748252815,108.95292167119357890560,343,5.90,0.1,8,4
1710489670,34.26894448072756126590,108.94455654774620807519,314,8.50,0.6,8,4
1710489671,34.26635590075380718405,108.94445766777550584429,333,3.00,0.4,8,4
1710489672,34.26930887173070467238,108.94831276589251380962,317,2.10,0.3,11,4
1710489673,34.26178911099581896420,108.94866037171544541764,313,2.60,0.1,13,4
1710489674,34.26860480971709341715,108.94544341563158055360,323,3.00,0.7,9,4
1710489675,34.26564573503830072939,108.95248006836146122623,315,1.30,0.4,8,4
1710489676,34.26967509384441663869,108.95109452803125095370,328,5.80,0.5,11,4
1710489677,34.26323660390026551103,108.95309288003173924985,326,6.00,0.6,14,4
1710489678,34.26402916959135715811,108.94565368816187017426,321,5.70,0.4,8,4
1710489679,34.26442438428907132175,108.94696384777367473372,337,3.10,0.2,13,4
