sol_id,fuel_total_L,avg_cycle_min,utilization_pct,schedule_adh_pct,cv_sum,rank,crowding
90,4553,27.2,72.0,90.9,0.0,17,.1619
91,4767,34.0,60.8,97.5,0.0,16,.2681
92,4277,36.3,82.8,91.5,0.0,8,.0347
93,4760,24.8,57.8,96.4,0.0,15,.1311
94,4796,22.3,77.9,93.3,0.0,18,.0282
95,4680,39.2,73.7,91.7,0.0,17,.5220
96,3832,26.9,81.2,90.1,0.0,8,.9371
97,3772,37.8,80.9,93.9,0.0,19,.9829
98,3872,33.0,64.3,90.1,0.0,18,.5449
99,4181,28.0,61.1,97.1,0.0,9,.2836
100,3989,31.6,72.4,95.4,0.0,19,.1922
101,3448,25.0,61.1,92.8,0.0,7,.2162
102,3572,28.7,57.4,99.4,0.0,5,.4163
103,4995,39.0,65.6,95.6,0.0,13,.9673
104,4988,21.7,64.3,91.2,0.0,13,.7131
105,3402,25.9,84.2,90.6,0.0,13,.4893
106,4351,27.7,57.4,93.8,0.0,16,.9241
107,4482,23.5,66.8,97.4,0.0,2,.7737
108,3876,36.0,61.0,97.5,0.0,6,.3196
109,4607,27.4,66.6,99.0,0.0,4,.8712
110,4078,36.1,82.7,93.2,0.0,9,.8285
111,3809,34.1,60.4,96.8,0.0,13,.2251
112,4289,36.2,81.6,93.3,0.0,8,.9571
113,3575,31.8,83.9,98.2,0.0,12,.0369
114,4093,25.6,68.1,96.6,0.0,12,.2763
115,4770,22.8,64.7,96.4,0.0,9,.9814
116,4742,21.3,59.7,98.5,0.0,6,.5436
117,4860,22.7,64.4,97.3,0.0,12,.0881
118,3417,23.6,55.8,95.8,0.0,4,.4542
119,3970,32.4,76.0,94.7,0.0,8,.7975
120,4538,20.7,65.9,91.4,0.0,6,.3497
121,3717,23.6,76.4,93.9,0.0,12,.5346
122,3712,30.6,55.8,94.3,0.0,1,.0970
123,4679,25.9,82.9,91.2,0.0,14,.7976
124,3361,22.6,55.7,91.0,0.0,5,.9190
125,4038,28.1,75.7,96.6,0.0,20,.5837
126,3726,25.1,78.4,97.7,0.0,14,.0359
127,3344,35.4,61.1,90.1,0.0,14,.4832
128,3806,20.5,66.6,94.6,0.0,7,.7495
129,3531,36.6,73.9,96.2,0.0,5,.1405
130,4162,35.3,69.3,97.5,0.0,11,.0187
131,4709,23.2,77.4,94.5,0.0,17,.7918
132,3643,36.9,74.1,95.6,0.0,10,.2834
133,3219,39.8,77.4,90.9,0.0,17,.8370
134,4698,25.6,74.4,96.1,0.0,18,.9090
135,4631,20.1,77.8,98.2,0.0,18,.0727
136,4068,32.4,79.0,96.0,0.0,18,.8780
137,4366,39.2,82.3,95.4,0.0,13,.4430
138,3934,26.3,61.5,98.0,0.0,11,.7372
139,4329,33.7,55.5,91.4,0.0,1,.6692
140,3450,23.4,58.9,95.3,0.0,9,.0725
141,4629,21.9,68.3,91.0,0.0,12,.2057
142,4186,39.8,80.1,92.1,0.0,1,.9174
143,3551,20.0,69.1,99.8,0.0,20,.4330
144,4395,22.0,55.8,90.6,0.0,14,.2282
145,4668,36.7,68.3,96.1,0.0,19,.6869
146,4582,36.5,70.1,91.9,0.0,11,.2424
147,3869,32.0,83.0,92.6,0.0,20,.6340
148,4541,23.6,69.2,92.3,0.0,16,.1233
149,3453,37.1,55.3,90.5,0.0,4,.2522
150,4199,32.0,69.1,93.8,0.0,11,.2449
151,4180,20.5,67.7,97.0,0.0,4,.5097
152,3631,29.1,67.1,93.3,0.0,12,.7594
153,4090,34.5,66.6,90.7,0.0,18,.8624
154,3455,24.8,78.9,94.2,0.0,20,.4938
155,4470,35.1,83.9,95.7,0.0,16,.8134
156,4592,39.7,80.2,94.6,0.0,17,.3926
157,3921,38.8,84.6,91.1,0.0,8,.6782
158,4421,30.7,76.7,90.0,0.0,19,.7382
159,3750,29.2,72.2,97.4,0.0,17,.0076
160,4577,20.4,74.3,96.7,0.0,15,.0223
161,4287,37.9,65.2,98.7,0.0,8,.0563
162,4392,39.5,70.3,96.9,0.0,16,.5393
163,3625,26.3,61.1,98.6,0.0,18,.2486
164,4018,21.9,64.8,98.7,0.0,8,.6696
165,3201,25.5,61.9,92.7,0.0,19,.1994
166,3740,35.7,76.1,95.7,0.0,6,.9532
167,4354,33.8,63.4,99.5,0.0,6,.5736
168,3982,30.3,66.4,96.5,0.0,16,.2372
169,4028,39.2,76.7,97.6,0.0,16,.7339
170,4619,30.1,83.6,99.8,0.0,5,.1033
171,4238,23.1,65.9,93.8,0.0,6,.5106
172,4093,30.6,66.0,97.5,0.0,16,.5488
173,4478,27.3,66.5,98.9,0.0,2,.2984
174,4035,26.1,76.0,98.9,0.0,4,.2255
175,3249,32.7,63.4,94.3,0.0,20,.0551
176,4658,33.4,70.5,99.6,0.0,1,.8509
177,3333,23.9,66.9,99.2,0.0,5,.3966
178,4180,25.6,77.1,90.5,0.0,5,.0394
179,3432,25.0,70.0,90.5,0.0,5,.4380
180,3278,27.2,62.5,95.3,0.0,10,.1119
181,4082,23.5,81.2,96.2,0.0,6,.5132
182,4476,36.9,61.5,91.5,0.0,1,.9042
183,4582,20.3,66.8,94.4,0.0,2,.1198
184,3427,34.7,59.0,93.0,0.0,1,.3737
185,4761,31.6,69.6,94.0,0.0,16,.6758
186,4541,24.8,63.2,96.9,0.0,20,.0017
187,3423,23.0,75.3,93.2,0.0,13,.7995
188,3226,29.9,74.4,96.1,0.0,18,.6830
189,4023,38.3,68.1,96.4,0.0,4,.8077
190,4475,38.9,76.1,92.5,0.0,8,.8058
191,3246,24.9,60.5,93.5,0.0,13,.0318
192,3818,37.1,80.1,99.8,0.0,1,.7520
193,4789,39.8,58.6,94.9,0.0,14,.2345
194,4131,21.7,72.2,99.4,0.0,6,.8526
195,4138,35.5,67.5,96.0,0.0,9,.7615
196,4246,39.2,62.2,90.4,0.0,16,.2703
197,3873,39.4,70.9,99.7,0.0,15,.4857
198,4424,25.9,68.6,94.5,0.0,19,.1334
199,3591,35.9,60.2,93.3,0.0,17,.2419
200,3422,34.2,82.7,91.6,0.0,7,.1404
