sol_id,fuel_total_L,avg_cycle_min,utilization_pct,schedule_adh_pct,cv_sum,rank,crowding
48,3574,33.4,77.1,95.0,0.0,9,.8021
49,3242,37.1,73.8,97.6,0.0,13,.2699
50,3615,37.7,59.7,95.4,0.0,10,.9870
51,4220,32.9,69.3,92.9,0.0,17,.6963
52,4276,34.7,70.5,90.4,0.0,15,.6205
53,3970,37.4,69.4,96.4,0.0,19,.8797
54,3541,21.3,62.8,93.1,0.0,1,.9840
55,4883,28.0,63.1,94.0,0.0,12,.7883
56,4402,20.6,64.8,94.6,0.0,6,.4437
57,4283,37.0,75.9,93.7,0.0,2,.9651
58,3497,35.9,65.9,96.3,0.0,11,.1913
59,4145,35.7,56.9,92.1,0.0,9,.6164
60,4825,36.1,76.2,96.4,0.0,18,.1337
61,4136,21.0,65.5,91.9,0.0,7,.5253
62,3634,20.4,77.8,98.7,0.0,7,.8725
63,3246,37.3,83.7,91.8,0.0,11,.1204
64,4981,38.7,64.5,95.6,0.0,13,.8222
65,3693,20.9,59.2,94.4,0.0,9,.3183
66,4109,22.9,76.2,92.7,0.0,2,.9830
67,4114,32.0,69.8,90.7,0.0,1,.0205
68,4054,37.0,67.7,90.2,0.0,16,.4369
69,3774,30.5,63.5,94.5,0.0,2,.8749
70,4571,37.5,57.1,92.5,0.0,4,.3611
71,4991,31.4,55.4,91.3,0.0,17,.9271
72,3983,23.5,73.7,93.9,0.0,7,.9356
73,4166,38.8,62.9,99.2,0.0,6,.7478
74,4042,29.8,76.3,94.2,0.0,14,.0065
75,3391,20.4,60.1,91.0,0.0,7,.4564
76,3776,23.6,68.2,99.3,0.0,16,.9604
77,4934,23.9,67.1,96.6,0.0,5,.5820
78,4018,27.9,56.3,92.6,0.0,12,.7354
79,4046,22.1,70.7,99.7,0.0,1,.8529
80,4748,23.1,84.2,97.9,0.0,20,.5229
81,4526,30.0,62.1,96.2,0.0,12,.8945
82,4462,27.3,56.1,96.6,0.0,18,.6059
83,3930,32.3,67.1,99.8,0.0,7,.3062
84,4191,37.3,68.5,97.6,0.0,4,.6790
85,4585,26.2,70.6,92.3,0.0,10,.9722
86,4926,35.8,61.9,93.2,0.0,20,.8819
87,3499,20.5,68.9,92.1,0.0,6,.9072
88,4518,32.3,58.1,92.1,0.0,10,.2508
89,4979,29.3,66.6,92.2,0.0,15,.8512
90,4797,34.3,67.9,92.4,0.0,18,.5917
91,3548,23.1,81.1,98.4,0.0,3,.3513
92,3421,22.6,83.9,98.5,0.0,4,.8597
93,3618,25.2,77.1,93.9,0.0,2,.9526
94,3595,26.8,73.0,99.7,0.0,1,.2406
95,4362,20.5,64.7,93.0,0.0,10,.2193
96,4234,37.9,55.1,95.1,0.0,19,.3823
97,4996,36.1,81.4,91.0,0.0,2,.2287
98,4836,25.7,71.2,97.5,0.0,11,.5845
99,3572,39.2,76.3,95.3,0.0,9,.4519
100,3390,24.4,59.4,97.6,0.0,17,.6676
101,4135,38.1,62.2,90.1,0.0,14,.6871
102,4714,30.7,65.5,91.5,0.0,6,.9287
103,3923,27.5,64.6,94.4,0.0,12,.7226
104,4815,23.4,68.7,95.7,0.0,8,.7485
105,4883,26.4,61.6,91.4,0.0,19,.3869
106,3605,26.9,77.3,91.9,0.0,10,.6223
107,4839,29.8,83.2,92.4,0.0,9,.2974
108,4824,26.1,68.2,97.6,0.0,20,.9330
109,3633,38.8,62.6,99.9,0.0,10,.5748
110,4851,30.7,65.7,93.0,0.0,12,.5120
111,3980,22.3,75.2,92.1,0.0,10,.4973
112,4194,25.4,79.8,94.4,0.0,9,.0904
113,4256,33.7,59.7,99.8,0.0,6,.3716
114,3584,32.9,79.7,99.5,0.0,16,.9453
115,4871,31.7,73.6,92.7,0.0,17,.5205
116,4250,22.4,75.9,98.8,0.0,15,.0419
117,4735,39.9,62.5,96.7,0.0,3,.3506
118,3236,29.4,77.3,97.1,0.0,9,.6029
119,4909,23.7,80.5,93.5,0.0,14,.4733
120,4213,27.8,64.8,99.8,0.0,18,.2134
121,4354,37.3,82.9,93.0,0.0,17,.8956
122,4601,23.1,58.2,94.9,0.0,20,.2543
123,4983,24.8,82.7,99.0,0.0,19,.5855
124,4377,33.9,61.4,90.1,0.0,14,.0718
125,3669,22.1,82.5,94.0,0.0,2,.7293
126,4468,21.8,55.7,99.2,0.0,6,.8825
127,4552,23.2,57.4,97.2,0.0,16,.6036
128,3953,21.3,62.2,99.3,0.0,16,.5100
129,3604,30.7,56.3,97.1,0.0,10,.5403
130,3312,25.3,80.4,96.4,0.0,19,.5379
131,4356,31.9,66.9,95.0,0.0,16,.1645
132,3665,24.6,65.1,93.2,0.0,18,.3497
133,4562,29.3,55.2,95.0,0.0,1,.3335
134,3820,27.1,74.9,99.2,0.0,3,.5770
135,4297,35.0,81.3,99.5,0.0,11,.8461
136,3969,37.7,83.9,96.5,0.0,13,.2646
137,4578,32.4,62.8,97.1,0.0,5,.9008
138,3935,32.1,71.9,92.9,0.0,10,.1687
139,4837,22.0,57.1,96.7,0.0,6,.5490
140,4191,36.8,66.6,92.0,0.0,8,.8550
141,4648,27.0,68.3,92.5,0.0,8,.3278
142,3456,28.6,73.1,91.9,0.0,17,.2340
143,3866,37.0,55.5,91.9,0.0,1,.2457
144,4969,23.6,59.2,94.1,0.0,19,.5385
145,3306,29.2,59.3,91.2,0.0,6,.9761
146,4120,27.9,55.1,97.3,0.0,17,.5097
147,4838,21.3,76.7,96.6,0.0,7,.4611
148,3859,27.3,81.8,97.6,0.0,14,.2357
149,4244,39.5,67.7,90.3,0.0,15,.2745
150,4342,28.9,59.1,91.1,0.0,20,.1111
151,3292,36.1,63.9,97.6,0.0,12,.8265
152,3657,38.9,64.2,98.0,0.0,15,.2786
153,3897,30.7,55.5,95.5,0.0,2,.1910
154,4787,24.4,72.4,99.1,0.0,11,.3698
155,3710,29.2,78.9,99.3,0.0,16,.1347
156,3566,37.0,64.6,91.1,0.0,15,.3928
157,3792,26.0,70.4,95.0,0.0,5,.0665
158,3696,32.4,79.3,90.0,0.0,8,.5207
159,3698,21.8,81.8,90.3,0.0,5,.2758
160,3410,25.5,71.6,90.2,0.0,20,.5569
161,3522,32.3,82.2,92.8,0.0,14,.7172
162,3566,32.2,63.3,99.4,0.0,11,.9984
163,4925,20.9,59.7,94.2,0.0,19,.8559
164,4221,31.5,78.0,90.1,0.0,7,.8115
165,4721,26.0,80.8,98.0,0.0,20,.8015
166,3883,36.3,72.3,95.6,0.0,8,.9009
167,3715,33.3,73.1,99.8,0.0,1,.0857
168,3410,31.0,66.3,93.3,0.0,12,.3081
169,4946,33.3,80.6,90.6,0.0,20,.8348
170,4166,28.6,71.6,95.7,0.0,18,.2462
171,3966,29.3,58.2,95.9,0.0,19,.9662
172,4792,28.1,82.1,91.9,0.0,5,.0431
173,4368,35.9,60.0,94.4,0.0,20,.7883
174,4563,38.4,84.4,96.9,0.0,10,.7457
175,3420,25.3,80.0,90.5,0.0,10,.8641
176,3370,36.7,84.3,95.3,0.0,19,.3881
177,4225,20.3,60.0,92.4,0.0,10,.1102
178,4840,35.5,55.4,95.9,0.0,13,.7892
179,3394,28.7,72.2,97.3,0.0,20,.2874
180,4566,31.5,82.5,90.4,0.0,12,.8024
181,3368,20.5,72.1,92.1,0.0,6,.7763
182,4716,29.5,61.8,90.2,0.0,20,.6201
183,4027,22.3,59.8,90.2,0.0,2,.6653
184,3613,30.3,67.1,92.4,0.0,18,.4087
185,4391,38.9,64.6,92.2,0.0,8,.3281
186,4651,31.8,67.5,96.6,0.0,7,.4582
187,3302,26.3,67.2,97.9,0.0,2,.1629
188,3911,38.6,56.6,90.6,0.0,10,.2178
189,3402,25.6,75.0,94.8,0.0,12,.0973
190,3352,24.6,63.5,97.5,0.0,10,.2403
191,4916,33.9,78.9,95.3,0.0,13,.0799
192,4032,30.4,69.0,96.5,0.0,7,.0545
193,3466,21.6,71.3,95.5,0.0,3,.6818
194,3386,33.3,82.4,98.7,0.0,10,.4737
195,4569,23.5,62.9,91.9,0.0,11,.7142
196,4485,36.4,80.3,99.9,0.0,6,.1508
197,4194,25.4,81.5,97.8,0.0,15,.8095
198,4116,24.2,71.6,97.1,0.0,8,.2762
199,3466,34.6,74.2,91.3,0.0,10,.8403
200,3453,26.1,69.8,90.5,0.0,14,.1818
