sol_id,fuel_total_L,avg_cycle_min,utilization_pct,schedule_adh_pct,cv_sum,rank,crowding
53,3602,26.7,73.9,90.9,0.0,16,.0132
54,4465,25.4,75.9,91.3,0.0,3,.5344
55,3637,24.6,68.6,97.2,0.0,10,.1309
56,3729,26.5,61.9,93.6,0.0,18,.6287
57,3235,39.1,70.7,92.9,0.0,12,.4135
58,4546,31.1,66.2,90.1,0.0,20,.1888
59,4173,31.9,84.9,99.8,0.0,6,.0477
60,4407,20.0,61.8,92.1,0.0,10,.4615
61,3642,35.8,79.5,90.4,0.0,4,.5569
62,4593,37.8,72.6,90.7,0.0,15,.6389
63,3738,32.8,74.9,90.5,0.0,2,.0589
64,4909,20.8,55.6,93.3,0.0,19,.5713
65,4904,37.3,74.2,98.7,0.0,7,.0066
66,3222,32.1,66.2,95.2,0.0,5,.8565
67,3220,35.4,62.5,96.2,0.0,18,.7968
68,3323,29.2,75.9,98.0,0.0,3,.1095
69,4253,32.7,63.4,90.8,0.0,2,.0570
70,4065,20.8,58.6,93.7,0.0,9,.1882
71,4281,30.5,82.1,94.3,0.0,17,.8669
72,4864,38.1,69.2,90.8,0.0,14,.1060
73,4939,23.7,73.1,99.0,0.0,13,.6537
74,3609,33.4,66.7,96.6,0.0,14,.4355
75,3894,22.1,56.1,96.6,0.0,16,.6100
76,3523,30.1,83.2,91.1,0.0,15,.7470
77,3285,29.0,57.1,97.3,0.0,7,.5349
78,3596,22.0,74.3,96.3,0.0,17,.4799
79,4240,29.7,55.8,93.9,0.0,17,.5467
80,3637,39.3,58.8,90.4,0.0,17,.0790
81,3325,30.4,58.4,99.9,0.0,17,.7811
82,4432,24.6,78.9,91.5,0.0,10,.7182
83,3547,28.9,79.9,91.9,0.0,14,.3984
84,4641,28.4,73.4,91.4,0.0,16,.2023
85,3795,39.2,79.2,96.0,0.0,8,.9525
86,4901,38.6,75.4,93.3,0.0,3,.8440
87,4811,20.0,80.6,93.1,0.0,16,.2666
88,4937,26.6,84.0,93.7,0.0,13,.8455
89,3707,25.3,69.8,96.8,0.0,2,.0121
90,4077,23.0,61.9,94.9,0.0,9,.9935
91,4112,21.8,67.2,93.4,0.0,6,.8663
92,4845,21.4,76.9,94.4,0.0,19,.2273
93,3896,39.1,59.0,92.5,0.0,10,.5558
94,4103,24.1,68.5,98.5,0.0,7,.2810
95,4507,35.1,55.0,95.0,0.0,17,.1930
96,4474,28.3,68.6,95.7,0.0,5,.0882
97,4740,32.8,84.9,94.2,0.0,4,.6261
98,3573,34.2,79.3,94.7,0.0,9,.5153
99,4603,25.7,83.1,95.4,0.0,3,.9035
100,3607,28.4,65.2,93.1,0.0,10,.3236
101,4475,36.3,78.9,93.4,0.0,19,.9125
102,4934,20.3,78.9,99.3,0.0,2,.8011
103,3288,27.3,68.9,91.5,0.0,2,.8234
104,4889,22.9,61.4,94.4,0.0,12,.0345
105,3599,35.2,56.3,90.7,0.0,20,.6180
106,3209,36.8,76.8,98.4,0.0,1,.3176
107,4071,31.3,82.8,99.4,0.0,10,.1090
108,4050,21.8,81.5,92.2,0.0,20,.7338
109,3732,38.5,69.5,99.6,0.0,20,.0888
110,4565,37.5,61.0,98.6,0.0,7,.4823
111,4093,29.2,78.1,98.7,0.0,1,.6158
112,4045,23.4,61.1,99.5,0.0,6,.3503
113,4164,31.4,71.9,98.9,0.0,10,.0541
114,4557,36.5,83.2,91.3,0.0,3,.8907
115,4046,24.2,62.5,94.7,0.0,15,.1029
116,3998,21.7,84.5,99.0,0.0,13,.2441
117,4916,20.4,69.0,96.2,0.0,20,.4660
118,3505,29.4,63.6,94.2,0.0,4,.5921
119,4285,36.6,58.2,93.2,0.0,6,.9657
120,4592,20.3,56.9,99.3,0.0,16,.0043
121,4876,37.8,82.0,99.2,0.0,1,.7193
122,3305,28.7,57.5,98.8,0.0,6,.3823
123,4857,31.2,82.5,91.3,0.0,14,.4565
124,4019,30.5,60.6,97.3,0.0,19,.7534
125,3411,28.4,77.9,99.7,0.0,13,.7250
126,4768,39.6,80.6,91.5,0.0,6,.0478
127,4976,20.6,62.7,90.6,0.0,8,.7477
128,3509,31.8,68.4,94.5,0.0,13,.7061
129,3504,25.7,75.6,93.2,0.0,16,.2379
130,3690,36.8,55.4,93.7,0.0,11,.7152
131,3499,31.6,55.1,92.4,0.0,6,.5691
132,4228,30.9,55.7,99.1,0.0,9,.6287
133,4318,28.9,66.8,94.0,0.0,11,.0232
134,3775,35.9,73.8,93.1,0.0,20,.0833
135,3392,38.7,58.6,98.4,0.0,18,.9942
136,4286,30.2,59.5,91.3,0.0,12,.6281
137,3800,30.3,64.2,99.7,0.0,14,.7500
138,3316,29.6,55.0,90.4,0.0,8,.8188
139,3775,27.5,81.8,92.1,0.0,20,.7000
140,3308,20.4,74.0,96.8,0.0,9,.5676
141,4501,31.7,58.6,96.4,0.0,11,.9045
142,4815,36.5,77.1,96.8,0.0,7,.2497
143,3874,21.3,82.2,96.1,0.0,19,.6167
144,3608,31.5,77.7,98.3,0.0,2,.0380
145,4600,25.0,63.1,91.5,0.0,17,.7479
146,3992,39.6,73.7,92.0,0.0,15,.9677
147,4168,28.0,70.2,95.0,0.0,9,.5330
148,4774,31.2,78.7,92.1,0.0,14,.9673
149,4152,25.4,81.4,94.9,0.0,12,.8210
150,3729,26.1,68.4,97.3,0.0,13,.7964
151,4337,32.8,84.6,90.5,0.0,14,.4735
152,4137,21.1,55.2,99.9,0.0,20,.7390
153,4069,31.1,55.1,90.9,0.0,4,.8742
154,4443,20.5,63.0,94.2,0.0,15,.2719
155,4345,22.6,72.4,94.2,0.0,12,.9676
156,4871,23.2,62.2,96.3,0.0,7,.6216
157,4191,20.6,64.7,93.1,0.0,1,.1658
158,3420,26.3,84.5,99.9,0.0,19,.4864
159,4360,21.8,81.8,99.9,0.0,17,.0814
160,3582,29.2,59.7,97.4,0.0,4,.4231
161,3569,31.6,55.0,93.9,0.0,12,.6001
162,4516,26.1,69.6,97.9,0.0,1,.0573
163,3713,23.2,59.8,99.5,0.0,1,.9043
164,3968,25.4,84.0,98.4,0.0,6,.8628
165,3979,32.0,67.0,99.0,0.0,8,.0194
166,3306,22.3,79.4,93.2,0.0,20,.8903
167,3772,34.1,61.8,97.4,0.0,19,.3439
168,4647,32.1,56.9,91.0,0.0,13,.4435
169,4033,38.6,57.9,94.8,0.0,13,.8901
170,4604,30.6,84.4,92.8,0.0,13,.8316
171,3642,31.5,77.2,95.2,0.0,16,.9285
172,3449,25.5,75.7,93.2,0.0,3,.3527
173,3517,20.4,70.8,98.6,0.0,5,.4254
174,4071,23.3,73.4,95.6,0.0,3,.6053
175,4678,23.1,84.4,96.3,0.0,7,.0529
176,4612,30.8,62.4,91.4,0.0,13,.6904
177,3417,26.6,79.5,99.2,0.0,3,.9891
178,3543,37.9,59.8,99.7,0.0,7,.9401
179,3992,21.4,71.1,90.0,0.0,11,.1786
180,3707,22.3,70.9,92.3,0.0,10,.1745
181,3276,23.2,79.4,96.8,0.0,18,.1117
182,4329,21.4,56.7,96.9,0.0,13,.0220
183,4166,20.7,61.7,94.6,0.0,5,.6763
184,4476,27.1,81.8,91.1,0.0,4,.1825
185,3630,32.4,84.8,92.9,0.0,2,.8927
186,3509,35.0,80.8,99.1,0.0,10,.0760
187,3461,23.7,71.2,93.2,0.0,1,.0835
188,4836,33.3,62.9,94.7,0.0,1,.7680
189,3768,36.6,58.2,91.7,0.0,9,.7150
190,4581,28.8,76.4,90.7,0.0,9,.7256
191,4717,30.6,80.4,93.8,0.0,20,.1116
192,4860,34.7,77.4,98.8,0.0,13,.9436
193,4870,22.5,75.3,97.4,0.0,15,.6599
194,3941,26.1,68.2,92.5,0.0,13,.4152
195,3897,26.8,62.5,98.5,0.0,8,.2984
196,3921,24.5,76.0,91.3,0.0,11,.1806
197,4619,32.7,74.1,90.0,0.0,9,.1547
198,4574,20.7,75.8,94.3,0.0,6,.4198
199,4293,36.6,68.4,99.5,0.0,9,.2875
200,4315,20.8,78.6,93.3,0.0,16,.7367
